Year,End_Use,Energy_ktoe,Population,Households,Inhabitants per household,HDD,CDD,GDP,Expenditure,Energy_Lag1,Tech_Advanced electric heating,Tech_Air conditioning,Tech_Biomass,Tech_Conventional electric heating,Tech_Diesel oil,Tech_Distributed heat,Tech_Electricity,Tech_Electricity in circulation,Tech_Geothermal,Tech_Liquified petroleum gas (LPG),Tech_Natural gas,Tech_Solar,Tech_Solids
2010,Space heating,469.5310462,81802257.0,40296678.0,2.030000016,2963.5,6.5,3597285.175,1947365.128,430.2338532,False,False,False,False,False,False,False,True,False,False,False,False,False
2010,Space heating,13.08902612,81802257.0,40296678.0,2.030000016,2963.5,6.5,3597285.175,1947365.128,7.534992375,False,False,False,False,False,False,False,False,True,False,False,False,False
2010,Space heating,705.1248972,81802257.0,40296678.0,2.030000016,2963.5,6.5,3597285.175,1947365.128,620.110472,False,False,False,False,False,False,False,False,False,True,False,False,False
2010,Space heating,20184.41338,81802257.0,40296678.0,2.030000016,2963.5,6.5,3597285.175,1947365.128,18199.26497,False,False,False,False,False,False,False,False,False,False,True,False,False
2010,Space heating,992.1415305,81802257.0,40296678.0,2.030000016,2963.5,6.5,3597285.175,1947365.128,634.8128977,False,False,False,False,False,False,False,False,False,False,False,False,True
2010,Water heating,571.2053783,81802257.0,40296678.0,2.030000016,2963.5,6.5,3597285.175,1947365.128,494.2055163,False,False,True,False,False,False,False,False,False,False,False,False,False
2010,Water heating,1991.597057,81802257.0,40296678.0,2.030000016,2963.5,6.5,3597285.175,1947365.128,2091.586257,False,False,False,False,True,False,False,False,False,False,False,False,False
2010,Water heating,455.2797584,81802257.0,40296678.0,2.030000016,2963.5,6.5,3597285.175,1947365.128,458.8651253,False,False,False,False,False,True,False,False,False,False,False,False,False
2010,Water heating,1349.320235,81802257.0,40296678.0,2.030000016,2963.5,6.5,3597285.175,1947365.128,1278.951404,False,False,False,False,False,False,True,False,False,False,False,False,False
2010,Water heating,1.050612748,81802257.0,40296678.0,2.030000016,2963.5,6.5,3597285.175,1947365.128,0.657440987,False,False,False,False,False,False,False,False,True,False,False,False,False
2010,Water heating,123.8464699,81802257.0,40296678.0,2.030000016,2963.5,6.5,3597285.175,1947365.128,114.3098204,False,False,False,False,False,False,False,False,False,True,False,False,False
2010,Water heating,3770.436776,81802257.0,40296678.0,2.030000016,2963.5,6.5,3597285.175,1947365.128,3672.208143,False,False,False,False,False,False,False,False,False,False,True,False,False
2010,Water heating,454.9536543,81802257.0,40296678.0,2.030000016,2963.5,6.5,3597285.175,1947365.128,426.1011178,False,False,False,False,False,False,False,False,False,False,False,True,False
2011,Cooking,2511.572723,80222065.0,39733564.0,2.018999982,3400.57,7.59,3732492.976,1970393.528,2781.436971,False,False,False,False,False,False,True,False,False,False,False,False,False
2011,Cooking,79.03190981,80222065.0,39733564.0,2.018999982,3400.57,7.59,3732492.976,1970393.528,90.49824952,False,False,False,False,False,False,False,False,False,False,True,False,False
2011,Space cooling,103.1779163,80222065.0,39733564.0,2.018999982,3400.57,7.59,3732492.976,1970393.528,96.4887587,False,True,False,False,False,False,False,False,False,False,False,False,False
2011,Space heating,354.578213,80222065.0,39733564.0,2.018999982,3400.57,7.59,3732492.976,1970393.528,323.6945551,True,False,False,False,False,False,False,False,False,False,False,False,False
2011,Space heating,5491.757786,80222065.0,39733564.0,2.018999982,3400.57,7.59,3732492.976,1970393.528,6247.415086,False,False,True,False,False,False,False,False,False,False,False,False,False
2011,Space heating,166.190309,80222065.0,39733564.0,2.018999982,3400.57,7.59,3732492.976,1970393.528,197.9897212,False,False,False,True,False,False,False,False,False,False,False,False,False
2011,Space heating,9621.97697,80222065.0,39733564.0,2.018999982,3400.57,7.59,3732492.976,1970393.528,11521.3572,False,False,False,False,True,False,False,False,False,False,False,False,False
2011,Space heating,3473.944143,80222065.0,39733564.0,2.018999982,3400.57,7.59,3732492.976,1970393.528,4056.137095,False,False,False,False,False,True,False,False,False,False,False,False,False
2011,Space heating,388.4675045,80222065.0,39733564.0,2.018999982,3400.57,7.59,3732492.976,1970393.528,469.5310462,False,False,False,False,False,False,False,True,False,False,False,False,False
2011,Space heating,14.50944801,80222065.0,39733564.0,2.018999982,3400.57,7.59,3732492.976,1970393.528,13.08902612,False,False,False,False,False,False,False,False,True,False,False,False,False
2011,Space heating,654.405825,80222065.0,39733564.0,2.018999982,3400.57,7.59,3732492.976,1970393.528,705.1248972,False,False,False,False,False,False,False,False,False,True,False,False,False
2011,Space heating,16425.1051,80222065.0,39733564.0,2.018999982,3400.57,7.59,3732492.976,1970393.528,20184.41338,False,False,False,False,False,False,False,False,False,False,True,False,False
2011,Space heating,865.783061,80222065.0,39733564.0,2.018999982,3400.57,7.59,3732492.976,1970393.528,992.1415305,False,False,False,False,False,False,False,False,False,False,False,False,True
2011,Water heating,615.0779832,80222065.0,39733564.0,2.018999982,3400.57,7.59,3732492.976,1970393.528,571.2053783,False,False,True,False,False,False,False,False,False,False,False,False,False
2011,Water heating,1956.709014,80222065.0,39733564.0,2.018999982,3400.57,7.59,3732492.976,1970393.528,1991.597057,False,False,False,False,True,False,False,False,False,False,False,False,False
2011,Water heating,451.4164756,80222065.0,39733564.0,2.018999982,3400.57,7.59,3732492.976,1970393.528,455.2797584,False,False,False,False,False,True,False,False,False,False,False,False,False
2011,Water heating,1449.00273,80222065.0,39733564.0,2.018999982,3400.57,7.59,3732492.976,1970393.528,1349.320235,False,False,False,False,False,False,True,False,False,False,False,False,False
2011,Water heating,1.349881313,80222065.0,39733564.0,2.018999982,3400.57,7.59,3732492.976,1970393.528,1.050612748,False,False,False,False,False,False,False,False,True,False,False,False,False
2011,Water heating,134.9860064,80222065.0,39733564.0,2.018999982,3400.57,7.59,3732492.976,1970393.528,123.8464699,False,False,False,False,False,False,False,False,False,True,False,False,False
2011,Water heating,3419.850093,80222065.0,39733564.0,2.018999982,3400.57,7.59,3732492.976,1970393.528,3770.436776,False,False,False,False,False,False,False,False,False,False,True,False,False
2011,Water heating,521.233362,80222065.0,39733564.0,2.018999982,3400.57,7.59,3732492.976,1970393.528,454.9536543,False,False,False,False,False,False,False,False,False,False,False,True,False
2012,Cooking,2553.48239,80327900.0,39984022.0,2.008999995,3076.83,25.72,3749758.266,1992587.682,2511.572723,False,False,False,False,False,False,True,False,False,False,False,False,False
2012,Cooking,86.47506449,80327900.0,39984022.0,2.008999995,3076.83,25.72,3749758.266,1992587.682,79.03190981,False,False,False,False,False,False,False,False,False,False,True,False,False
2012,Space cooling,103.4800564,80327900.0,39984022.0,2.008999995,3076.83,25.72,3749758.266,1992587.682,103.1779163,False,True,False,False,False,False,False,False,False,False,False,False,False
2012,Space heating,387.8843914,80327900.0,39984022.0,2.008999995,3076.83,25.72,3749758.266,1992587.682,354.578213,True,False,False,False,False,False,False,False,False,False,False,False,False
2012,Space heating,6679.966605,80327900.0,39984022.0,2.008999995,3076.83,25.72,3749758.266,1992587.682,5491.757786,False,False,True,False,False,False,False,False,False,False,False,False,False
2012,Space heating,175.042856,80327900.0,39984022.0,2.008999995,3076.83,25.72,3749758.266,1992587.682,166.190309,False,False,False,True,False,False,False,False,False,False,False,False,False
2012,Space heating,10356.522,80327900.0,39984022.0,2.008999995,3076.83,25.72,3749758.266,1992587.682,9621.97697,False,False,False,False,True,False,False,False,False,False,False,False,False
2012,Space heating,3014.888086,80327900.0,39984022.0,2.008999995,3076.83,25.72,3749758.266,1992587.682,3473.944143,False,False,False,False,False,True,False,False,False,False,False,False,False
2012,Space heating,431.1136434,80327900.0,39984022.0,2.008999995,3076.83,25.72,3749758.266,1992587.682,388.4675045,False,False,False,False,False,False,False,True,False,False,False,False,False
2012,Space heating,19.30775848,80327900.0,39984022.0,2.008999995,3076.83,25.72,3749758.266,1992587.682,14.50944801,False,False,False,False,False,False,False,False,True,False,False,False,False
2012,Space heating,609.5248782,80327900.0,39984022.0,2.008999995,3076.83,25.72,3749758.266,1992587.682,654.405825,False,False,False,False,False,False,False,False,False,True,False,False,False
2012,Space heating,18298.61187,80327900.0,39984022.0,2.008999995,3076.83,25.72,3749758.266,1992587.682,16425.1051,False,False,False,False,False,False,False,False,False,False,True,False,False
2012,Space heating,742.8448839,80327900.0,39984022.0,2.008999995,3076.83,25.72,3749758.266,1992587.682,865.783061,False,False,False,False,False,False,False,False,False,False,False,False,True
2012,Water heating,574.4042467,80327900.0,39984022.0,2.008999995,3076.83,25.72,3749758.266,1992587.682,615.0779832,False,False,True,False,False,False,False,False,False,False,False,False,False
2012,Water heating,1946.874558,80327900.0,39984022.0,2.008999995,3076.83,25.72,3749758.266,1992587.682,1956.709014,False,False,False,False,True,False,False,False,False,False,False,False,False
2012,Water heating,361.2463934,80327900.0,39984022.0,2.008999995,3076.83,25.72,3749758.266,1992587.682,451.4164756,False,False,False,False,False,True,False,False,False,False,False,False,False
2012,Water heating,1429.316819,80327900.0,39984022.0,2.008999995,3076.83,25.72,3749758.266,1992587.682,1449.00273,False,False,False,False,False,False,True,False,False,False,False,False,False
2012,Water heating,1.734545904,80327900.0,39984022.0,2.008999995,3076.83,25.72,3749758.266,1992587.682,1.349881313,False,False,False,False,False,False,False,False,True,False,False,False,False
2012,Water heating,116.0999713,80327900.0,39984022.0,2.008999995,3076.83,25.72,3749758.266,1992587.682,134.9860064,False,False,False,False,False,False,False,False,False,True,False,False,False
2012,Water heating,3432.718312,80327900.0,39984022.0,2.008999995,3076.83,25.72,3749758.266,1992587.682,3419.850093,False,False,False,False,False,False,False,False,False,False,True,False,False
2012,Water heating,542.5384351,80327900.0,39984022.0,2.008999995,3076.83,25.72,3749758.266,1992587.682,521.233362,False,False,False,False,False,False,False,False,False,False,False,True,False
2013,Cooking,2523.139386,80523746.0,39823811.0,2.022000004,3278.21,0.51,3764658.394,1994232.116,2553.48239,False,False,False,False,False,False,True,False,False,False,False,False,False
2013,Cooking,97.26000764,80523746.0,39823811.0,2.022000004,3278.21,0.51,3764658.394,1994232.116,86.47506449,False,False,False,False,False,False,False,False,False,False,True,False,False
2013,Space cooling,102.7247062,80523746.0,39823811.0,2.022000004,3278.21,0.51,3764658.394,1994232.116,103.4800564,False,True,False,False,False,False,False,False,False,False,False,False,False
2013,Space heating,418.2223607,80523746.0,39823811.0,2.022000004,3278.21,0.51,3764658.394,1994232.116,387.8843914,True,False,False,False,False,False,False,False,False,False,False,False,False
2013,Space heating,6840.206793,80523746.0,39823811.0,2.022000004,3278.21,0.51,3764658.394,1994232.116,6679.966605,False,False,True,False,False,False,False,False,False,False,False,False,False
2013,Space heating,188.1700817,80523746.0,39823811.0,2.022000004,3278.21,0.51,3764658.394,1994232.116,175.042856,False,False,False,True,False,False,False,False,False,False,False,False,False
2013,Space heating,11898.6549,80523746.0,39823811.0,2.022000004,3278.21,0.51,3764658.394,1994232.116,10356.522,False,False,False,False,True,False,False,False,False,False,False,False,False
2013,Space heating,4075.311063,80523746.0,39823811.0,2.022000004,3278.21,0.51,3764658.394,1994232.116,3014.888086,False,False,False,False,False,True,False,False,False,False,False,False,False
2013,Space heating,477.715067,80523746.0,39823811.0,2.022000004,3278.21,0.51,3764658.394,1994232.116,431.1136434,False,False,False,False,False,False,False,True,False,False,False,False,False
2013,Space heating,20.045965,80523746.0,39823811.0,2.022000004,3278.21,0.51,3764658.394,1994232.116,19.30775848,False,False,False,False,False,False,False,False,True,False,False,False,False
2013,Space heating,766.3423112,80523746.0,39823811.0,2.022000004,3278.21,0.51,3764658.394,1994232.116,609.5248782,False,False,False,False,False,False,False,False,False,True,False,False,False
2013,Space heating,19381.04983,80523746.0,39823811.0,2.022000004,3278.21,0.51,3764658.394,1994232.116,18298.61187,False,False,False,False,False,False,False,False,False,False,True,False,False
2013,Space heating,691.6314703,80523746.0,39823811.0,2.022000004,3278.21,0.51,3764658.394,1994232.116,742.8448839,False,False,False,False,False,False,False,False,False,False,False,False,True
2013,Water heating,665.5494411,80523746.0,39823811.0,2.022000004,3278.21,0.51,3764658.394,1994232.116,574.4042467,False,False,True,False,False,False,False,False,False,False,False,False,False
2013,Water heating,1450.428251,80523746.0,39823811.0,2.022000004,3278.21,0.51,3764658.394,1994232.116,1946.874558,False,False,False,False,True,False,False,False,False,False,False,False,False
2013,Water heating,331.0613356,80523746.0,39823811.0,2.022000004,3278.21,0.51,3764658.394,1994232.116,361.2463934,False,False,False,False,False,True,False,False,False,False,False,False,False
2013,Water heating,1385.273578,80523746.0,39823811.0,2.022000004,3278.21,0.51,3764658.394,1994232.116,1429.316819,False,False,False,False,False,False,True,False,False,False,False,False,False
2013,Water heating,1.689030697,80523746.0,39823811.0,2.022000004,3278.21,0.51,3764658.394,1994232.116,1.734545904,False,False,False,False,False,False,False,False,True,False,False,False,False
2013,Water heating,94.51263292,80523746.0,39823811.0,2.022000004,3278.21,0.51,3764658.394,1994232.116,116.0999713,False,False,False,False,False,False,False,False,False,True,False,False,False
2013,Water heating,3258.724381,80523746.0,39823811.0,2.022000004,3278.21,0.51,3764658.394,1994232.116,3432.718312,False,False,False,False,False,False,False,False,False,False,True,False,False
2013,Water heating,548.4141015,80523746.0,39823811.0,2.022000004,3278.21,0.51,3764658.394,1994232.116,542.5384351,False,False,False,False,False,False,False,False,False,False,False,True,False
